,Unnamed: 0,Airline,Flight Number,Date of Departure,From,To,Duration,Total Stops,Price
1266,1266.0,Vistara,UK-741,Mar 21,Delhi,Bangalore,09h 30m,1-stop,"6,963"
1267,1267.0,Vistara,UK-859,Mar 21,Delhi,Bangalore,09h 05m,1-stop,"7,898"
1268,1268.0,Vistara,UK-829,Mar 21,Delhi,Bangalore,12h 00m,1-stop,"7,898"
1269,1269.0,SpiceJet,SG-3002,Mar 21,Delhi,Bangalore,15h 00m,1-stop,"8,607"
1270,1270.0,Vistara,UK-847,Mar 21,Delhi,Bangalore,04h 50m,1-stop,"9,105"
1271,1271.0,SpiceJet,SG-8946,Mar 21,Delhi,Bangalore,25h 40m,1-stop,"9,788"
1272,1272.0,SpiceJet,SG-8941,Mar 21,Delhi,Bangalore,20h 15m,1-stop,"9,867"
1273,1273.0,Air India,AI-885,Mar 21,Delhi,Bangalore,10h 05m,1-stop,"13,200"
1274,1274.0,Air India,AI-883,Mar 21,Delhi,Bangalore,23h 00m,1-stop,"13,200"
1275,1275.0,Indigo,6E-2056,Apr 04,Delhi,Pune,05h 40m,1-stop,"2,197"
1276,1276.0,Indigo,6E- 198,Apr 04,Delhi,Pune,09h 00m,1-stop,"2,197"
1277,1277.0,Indigo,6E-5014,Apr 04,Delhi,Pune,10h 35m,1-stop,"2,197"
1278,1278.0,AirAsia,I5-768,Apr 04,Delhi,Pune,01h 55m,non-stop,"2,246"
1279,1279.0,AirAsia,I5-784,Apr 04,Delhi,Pune,02h 30m,non-stop,"2,246"
1280,1280.0,Air India,AI-849,Apr 04,Delhi,Pune,02h 00m,non-stop,"2,247"
1281,1281.0,Air India,AI-851,Apr 04,Delhi,Pune,02h 05m,non-stop,"2,247"
1282,1282.0,Vistara,UK-971,Apr 04,Delhi,Pune,02h 10m,non-stop,"2,270"
1283,1283.0,Indigo,6E- 788,Apr 04,Delhi,Pune,02h 00m,non-stop,"2,480"
1284,1284.0,Indigo,6E- 286,Apr 04,Delhi,Pune,02h 00m,non-stop,"2,480"
1285,1285.0,Indigo,6E- 221,Apr 04,Delhi,Pune,02h 00m,non-stop,"2,480"
1286,1286.0,Indigo,6E- 951,Apr 04,Delhi,Pune,02h 00m,non-stop,"2,480"
1287,1287.0,Indigo,6E- 643,Apr 04,Delhi,Pune,02h 05m,non-stop,"2,480"
1288,1288.0,Indigo,6E- 177,Apr 04,Delhi,Pune,02h 10m,non-stop,"2,480"
1289,1289.0,Indigo,6E-2769,Apr 04,Delhi,Pune,02h 20m,non-stop,"2,480"
1290,1290.0,SpiceJet,SG-8185,Apr 04,Delhi,Pune,02h 05m,non-stop,"2,831"
1291,1291.0,SpiceJet,SG-8938,Apr 04,Delhi,Pune,02h 20m,non-stop,"2,831"
1292,1292.0,Vistara,UK-997,Apr 04,Delhi,Pune,02h 10m,non-stop,"2,530"
1293,1293.0,GO FIRST,G8- 173,Apr 04,Delhi,Pune,02h 05m,non-stop,"2,883"
1294,1294.0,Indigo,6E-2033,Apr 04,Delhi,Pune,04h 00m,1-stop,"3,333"
1295,1295.0,Indigo,6E-6939,Apr 04,Delhi,Pune,04h 45m,1-stop,"3,333"
1296,1296.0,Indigo,6E-2005,Apr 04,Delhi,Pune,05h 10m,1-stop,"3,333"
1297,1297.0,Indigo,6E- 967,Apr 04,Delhi,Pune,05h 40m,1-stop,"3,333"
1298,1298.0,Indigo,6E- 607,Apr 04,Delhi,Pune,06h 00m,1-stop,"3,333"
1299,1299.0,Indigo,6E-2168,Apr 04,Delhi,Pune,06h 35m,1-stop,"3,333"
1300,1300.0,Indigo,6E- 767,Apr 04,Delhi,Pune,06h 35m,1-stop,"3,333"
1301,1301.0,Indigo,6E- 552,Apr 04,Delhi,Pune,06h 50m,1-stop,"3,333"
1302,1302.0,Indigo,6E-2331,Apr 04,Delhi,Pune,08h 05m,1-stop,"3,333"
1303,1303.0,Indigo,6E- 635,Apr 04,Delhi,Pune,08h 35m,1-stop,"3,333"
1304,1304.0,Indigo,6E- 153,Apr 04,Delhi,Pune,08h 40m,1-stop,"3,333"
1305,1305.0,Indigo,6E-6205,Apr 04,Delhi,Pune,10h 20m,1-stop,"3,333"
1306,1306.0,Indigo,6E- 963,Apr 04,Delhi,Pune,10h 20m,1-stop,"3,333"
1307,1307.0,GO FIRST,G8- 119,Apr 04,Delhi,Pune,10h 15m,1-stop,"4,328"
1308,1308.0,GO FIRST,G8- 113,Apr 04,Delhi,Pune,11h 00m,1-stop,"4,328"
1309,1309.0,GO FIRST,G8- 113,Apr 04,Delhi,Pune,12h 50m,1-stop,"4,328"
1310,1310.0,AirAsia,I5-740,Apr 04,Delhi,Pune,06h 25m,1-stop,"4,352"
1311,1311.0,AirAsia,I5-1529,Apr 04,Delhi,Pune,13h 45m,1-stop,"4,352"
1312,1312.0,AirAsia,I5-740,Apr 04,Delhi,Pune,15h 20m,1-stop,"4,352"
1313,1313.0,GO FIRST,G8- 275,Apr 04,Delhi,Pune,02h 10m,non-stop,"4,469"
1314,1314.0,GO FIRST,G8-2513,Apr 04,Delhi,Pune,02h 15m,non-stop,"4,469"
1315,1315.0,GO FIRST,G8-1171,Apr 04,Delhi,Pune,02h 20m,non-stop,"4,469"
1316,1316.0,Indigo,6E-2006,Apr 04,Delhi,Pune,04h 45m,1-stop,"4,469"
1317,1317.0,Indigo,6E-2175,Apr 04,Delhi,Pune,08h 30m,1-stop,"4,469"
1318,1318.0,Indigo,6E- 943,Apr 04,Delhi,Pune,09h 10m,1-stop,"4,469"
1319,1319.0,Indigo,6E- 546,Apr 04,Delhi,Pune,10h 50m,1-stop,"4,469"
1320,1320.0,GO FIRST,G8- 719,Apr 04,Delhi,Pune,06h 35m,1-stop,"4,628"
1321,1321.0,Air India,AI-437,Apr 04,Delhi,Pune,16h 05m,1-stop,"4,759"
1322,1322.0,Indigo,6E-5654,Apr 04,Delhi,Pune,08h 35m,1-stop,"5,605"
1323,1323.0,Air India,AI-531,Apr 04,Delhi,Pune,16h 20m,1-stop,"5,630"
1324,1324.0,Air India,AI-861,Apr 04,Delhi,Pune,18h 45m,1-stop,"5,630"
1325,1325.0,Air India,AI-636,Apr 04,Delhi,Pune,21h 00m,2+-stop,"6,793"
1326,1326.0,Air India,AI-865,Apr 04,Delhi,Pune,25h 25m,2+-stop,"6,793"
1327,1327.0,Air India,AI-665,Apr 04,Delhi,Pune,28h 05m,2+-stop,"6,793"
1328,1328.0,Air India,AI-805,Apr 04,Delhi,Pune,40h 05m,2+-stop,"6,793"
1329,1329.0,Air India,AI-441,Apr 04,Delhi,Pune,42h 15m,2+-stop,"6,793"
1330,1330.0,Air India,AI-865,Apr 04,Delhi,Pune,24h 50m,2+-stop,"7,453"
1331,1331.0,Air India,AI-665,Apr 04,Delhi,Pune,27h 30m,2+-stop,"7,453"
1332,1332.0,Air India,AI-805,Apr 04,Delhi,Pune,39h 30m,2+-stop,"7,453"
1333,1333.0,Air India,AI-441,Apr 04,Delhi,Pune,41h 40m,2+-stop,"7,453"
1334,1334.0,Air India,AI-636,Apr 04,Delhi,Pune,44h 25m,2+-stop,"7,453"
1335,1335.0,GO FIRST,G8- 101,Apr 04,Delhi,Pune,05h 35m,1-stop,"7,470"
1336,1336.0,GO FIRST,G8- 105,Apr 04,Delhi,Pune,13h 55m,1-stop,"7,470"
1337,1337.0,Indigo,6E- 291,Apr 04,Delhi,Pune,11h 05m,2+-stop,"11,520"
1338,1338.0,Indigo,6E- 171,Apr 12,Delhi,Mumbai,02h 05m,non-stop,"2,410"
1339,1339.0,GO FIRST,G8- 530,Apr 12,Delhi,Mumbai,02h 05m,non-stop,"2,410"
1340,1340.0,Indigo,6E-6202,Apr 12,Delhi,Mumbai,02h 05m,non-stop,"2,410"
1341,1341.0,Indigo,6E-2176,Apr 12,Delhi,Mumbai,02h 05m,non-stop,"2,410"
1342,1342.0,Indigo,6E-5041,Apr 12,Delhi,Mumbai,02h 05m,non-stop,"2,410"
1343,1343.0,Indigo,6E-6261,Apr 12,Delhi,Mumbai,02h 05m,non-stop,"2,410"
1344,1344.0,Indigo,6E-5087,Apr 12,Delhi,Mumbai,02h 05m,non-stop,"2,410"
1345,1345.0,Indigo,6E-2519,Apr 12,Delhi,Mumbai,02h 05m,non-stop,"2,410"
1346,1346.0,AirAsia,I5-764,Apr 12,Delhi,Mumbai,02h 10m,non-stop,"2,410"
1347,1347.0,Indigo,6E-2054,Apr 12,Delhi,Mumbai,02h 10m,non-stop,"2,410"
1348,1348.0,Indigo,6E-5001,Apr 12,Delhi,Mumbai,02h 10m,non-stop,"2,410"
1349,1349.0,GO FIRST,G8- 334,Apr 12,Delhi,Mumbai,02h 10m,non-stop,"2,410"
1350,1350.0,Indigo,6E-5329,Apr 12,Delhi,Mumbai,02h 10m,non-stop,"2,410"
1351,1351.0,Indigo,6E-6278,Apr 12,Delhi,Mumbai,02h 10m,non-stop,"2,410"
1352,1352.0,Indigo,6E- 218,Apr 12,Delhi,Mumbai,02h 10m,non-stop,"2,410"
1353,1353.0,GO FIRST,G8- 336,Apr 12,Delhi,Mumbai,02h 10m,non-stop,"2,410"
1354,1354.0,Indigo,6E- 864,Apr 12,Delhi,Mumbai,02h 10m,non-stop,"2,410"
1355,1355.0,GO FIRST,G8-2501,Apr 12,Delhi,Mumbai,02h 15m,non-stop,"2,410"
1356,1356.0,Indigo,6E-5328,Apr 12,Delhi,Mumbai,02h 15m,non-stop,"2,410"
1357,1357.0,GO FIRST,G8- 338,Apr 12,Delhi,Mumbai,02h 15m,non-stop,"2,410"
1358,1358.0,GO FIRST,G8- 392,Apr 12,Delhi,Mumbai,02h 15m,non-stop,"2,410"
1359,1359.0,GO FIRST,G8- 323,Apr 12,Delhi,Mumbai,02h 15m,non-stop,"2,410"
1360,1360.0,GO FIRST,G8- 346,Apr 12,Delhi,Mumbai,02h 15m,non-stop,"2,410"
1361,1361.0,AirAsia,I5-482,Apr 12,Delhi,Mumbai,02h 15m,non-stop,"2,410"
1362,1362.0,GO FIRST,G8- 354,Apr 12,Delhi,Mumbai,02h 15m,non-stop,"2,410"
1363,1363.0,GO FIRST,G8- 330,Apr 12,Delhi,Mumbai,02h 30m,non-stop,"2,410"
1364,1364.0,Indigo,6E-6245,Apr 12,Delhi,Mumbai,06h 00m,1-stop,"2,410"
1365,1365.0,Indigo,6E-2013,Apr 12,Delhi,Mumbai,07h 35m,1-stop,"2,410"
1366,1366.0,Vistara,UK-975,Apr 12,Delhi,Mumbai,02h 00m,non-stop,"2,476"
1367,1367.0,Vistara,UK-953,Apr 12,Delhi,Mumbai,02h 10m,non-stop,"2,476"
1368,1368.0,Vistara,UK-981,Apr 12,Delhi,Mumbai,02h 10m,non-stop,"2,476"
1369,1369.0,Air India,AI-665,Apr 12,Delhi,Mumbai,02h 10m,non-stop,"2,476"
1370,1370.0,Air India,AI-865,Apr 12,Delhi,Mumbai,02h 10m,non-stop,"2,476"
1371,1371.0,Air India,AI-805,Apr 12,Delhi,Mumbai,02h 10m,non-stop,"2,476"
1372,1372.0,Air India,AI-624,Apr 12,Delhi,Mumbai,02h 15m,non-stop,"2,476"
1373,1373.0,Air India,AI-636,Apr 12,Delhi,Mumbai,03h 10m,1-stop Via Indore,"2,476"
1374,1374.0,Air India,AI-441,Apr 12,Delhi,Mumbai,03h 45m,1-stop Via IXU,"2,476"
1375,1375.0,SpiceJet,SG-8723,Apr 12,Delhi,Mumbai,02h 10m,non-stop,"2,937"
1376,1376.0,SpiceJet,SG-8701,Apr 12,Delhi,Mumbai,02h 15m,non-stop,"2,937"
1377,1377.0,SpiceJet,SG-8169,Apr 12,Delhi,Mumbai,02h 20m,non-stop,"2,937"
1378,1378.0,Vistara,UK-927,Apr 12,Delhi,Mumbai,02h 05m,non-stop,"2,700"
1379,1379.0,Vistara,UK-993,Apr 12,Delhi,Mumbai,02h 10m,non-stop,"2,700"
1380,1380.0,Vistara,UK-933,Apr 12,Delhi,Mumbai,02h 10m,non-stop,"2,700"
1381,1381.0,Vistara,UK-985,Apr 12,Delhi,Mumbai,02h 10m,non-stop,"2,700"
1382,1382.0,Vistara,UK-995,Apr 12,Delhi,Mumbai,02h 15m,non-stop,"2,700"
1383,1383.0,Vistara,UK-945,Apr 12,Delhi,Mumbai,02h 20m,non-stop,"2,700"
1384,1384.0,Indigo,6E-2046,Apr 12,Delhi,Mumbai,02h 10m,non-stop,"2,791"
1385,1385.0,SpiceJet,SG-8709,Apr 12,Delhi,Mumbai,02h 20m,non-stop,"3,251"
1386,1386.0,Vistara,UK-943,Apr 12,Delhi,Mumbai,02h 15m,non-stop,"3,100"
1387,1387.0,Vistara,UK-963,Apr 12,Delhi,Mumbai,02h 20m,non-stop,"3,100"
1388,1388.0,Vistara,UK-941,Apr 12,Delhi,Mumbai,02h 20m,non-stop,"3,100"
1389,1389.0,Vistara,UK-955,Apr 12,Delhi,Mumbai,02h 20m,non-stop,"3,100"
1390,1390.0,Vistara,UK-977,Apr 12,Delhi,Mumbai,02h 20m,non-stop,"3,100"
1391,1391.0,AirAsia,I5-788,Apr 12,Delhi,Mumbai,14h 15m,1-stop,"3,205"
1392,1392.0,Air India,AI-9643,Apr 12,Delhi,Mumbai,20h 50m,1-stop,"3,291"
1393,1393.0,GO FIRST,G8- 717,Apr 12,Delhi,Mumbai,04h 25m,1-stop,"3,330"
1394,1394.0,GO FIRST,G8- 713,Apr 12,Delhi,Mumbai,05h 55m,1-stop,"3,330"
1395,1395.0,GO FIRST,G8- 719,Apr 12,Delhi,Mumbai,08h 55m,1-stop,"3,330"
1396,1396.0,GO FIRST,G8- 717,Apr 12,Delhi,Mumbai,09h 15m,1-stop,"3,330"
1397,1397.0,Air India,AI-9887,Apr 12,Delhi,Mumbai,15h 40m,1-stop,"3,488"
1398,1398.0,Air India,AI-491,Apr 12,Delhi,Mumbai,03h 50m,1-stop,"3,554"
1399,1399.0,Air India,AI-9843,Apr 12,Delhi,Mumbai,09h 45m,1-stop,"3,564"
1400,1400.0,Vistara,UK-833,Apr 12,Delhi,Mumbai,07h 20m,1-stop,"3,569"
1401,1401.0,Vistara,UK-833,Apr 12,Delhi,Mumbai,15h 25m,1-stop,"3,569"
1402,1402.0,Air India,AI-861,Apr 12,Delhi,Mumbai,04h 30m,1-stop,"3,677"
1403,1403.0,Air India,AI-839,Apr 12,Delhi,Mumbai,10h 00m,1-stop,"3,831"
1404,1404.0,Air India,AI-560,Apr 12,Delhi,Mumbai,24h 05m,1-stop,"3,831"
1405,1405.0,SpiceJet,SG-2871,Apr 12,Delhi,Mumbai,04h 20m,1-stop,"4,197"
1406,1406.0,Air India,AI-429,Apr 12,Delhi,Mumbai,07h 20m,1-stop,"3,855"
1407,1407.0,Air India,AI-439,Apr 12,Delhi,Mumbai,11h 05m,1-stop,"3,855"
1408,1408.0,Air India,AI-540,Apr 12,Delhi,Mumbai,20h 25m,1-stop,"3,855"
1409,1409.0,Vistara,UK-879,Apr 12,Delhi,Mumbai,05h 20m,1-stop,"3,883"
1410,1410.0,Vistara,UK-829,Apr 12,Delhi,Mumbai,07h 25m,1-stop,"3,883"
1411,1411.0,Vistara,UK-899,Apr 12,Delhi,Mumbai,08h 15m,1-stop,"3,883"
1412,1412.0,Vistara,UK-871,Apr 12,Delhi,Mumbai,13h 25m,1-stop,"3,883"
1413,1413.0,Vistara,UK-829,Apr 12,Delhi,Mumbai,15h 55m,1-stop,"3,883"
1414,1414.0,Vistara,UK-879,Apr 12,Delhi,Mumbai,16h 20m,1-stop,"3,883"
1415,1415.0,Vistara,UK-871,Apr 12,Delhi,Mumbai,17h 55m,1-stop,"3,883"
1416,1416.0,Vistara,UK-899,Apr 12,Delhi,Mumbai,19h 15m,1-stop,"3,883"
1417,1417.0,Vistara,UK-879,Apr 12,Delhi,Mumbai,20h 50m,1-stop,"3,883"
1418,1418.0,Vistara,UK-899,Apr 12,Delhi,Mumbai,23h 45m,1-stop,"3,883"
1419,1419.0,Vistara,UK-835,Apr 12,Delhi,Mumbai,13h 05m,1-stop,"3,884"
1420,1420.0,Vistara,UK-837,Apr 12,Delhi,Mumbai,15h 35m,1-stop,"3,884"
1421,1421.0,Vistara,UK-835,Apr 12,Delhi,Mumbai,15h 45m,1-stop,"3,884"
1422,1422.0,Vistara,UK-837,Apr 12,Delhi,Mumbai,18h 15m,1-stop,"3,884"
1423,1423.0,Vistara,UK-835,Apr 12,Delhi,Mumbai,18h 35m,1-stop,"3,884"
1424,1424.0,Vistara,UK-837,Apr 12,Delhi,Mumbai,21h 05m,1-stop,"3,884"
1425,1425.0,Indigo,6E-2168,Apr 12,Delhi,Mumbai,04h 30m,1-stop,"4,119"
1426,1426.0,Indigo,6E-5042,Apr 12,Delhi,Mumbai,07h 50m,1-stop,"4,119"
1427,1427.0,Indigo,6E- 698,Apr 12,Delhi,Mumbai,09h 35m,1-stop,"4,119"
1428,1428.0,Air India,AI-437,Apr 12,Delhi,Mumbai,13h 40m,1-stop,"4,161"
1429,1429.0,Air India,AI-481,Apr 12,Delhi,Mumbai,14h 45m,1-stop,"4,161"
1430,1430.0,Air India,AI-435,Apr 12,Delhi,Mumbai,17h 30m,1-stop,"4,161"
1431,1431.0,Air India,AI-481,Apr 12,Delhi,Mumbai,25h 00m,1-stop,"4,161"
1432,1432.0,Indigo,6E- 153,Apr 12,Delhi,Mumbai,04h 40m,1-stop,"4,193"
1433,1433.0,Indigo,6E-6939,Apr 12,Delhi,Mumbai,06h 55m,1-stop,"4,193"
1434,1434.0,Indigo,6E- 607,Apr 12,Delhi,Mumbai,09h 45m,1-stop,"4,193"
1435,1435.0,Air India,AI-641,Apr 12,Delhi,Mumbai,09h 50m,1-stop,"4,233"
1436,1436.0,Air India,AI-641,Apr 12,Delhi,Mumbai,23h 35m,1-stop,"4,233"
1437,1437.0,Air India,AI-542,Apr 12,Delhi,Mumbai,21h 25m,1-stop,"4,251"
1438,1438.0,Indigo,6E-5026,Apr 12,Delhi,Mumbai,04h 45m,1-stop,"4,316"
1439,1439.0,Indigo,6E-2033,Apr 12,Delhi,Mumbai,05h 30m,1-stop,"4,316"
1440,1440.0,Indigo,6E- 607,Apr 12,Delhi,Mumbai,07h 30m,1-stop,"4,316"
1441,1441.0,Indigo,6E-2033,Apr 12,Delhi,Mumbai,07h 45m,1-stop,"4,316"
1442,1442.0,Indigo,6E-2033,Apr 12,Delhi,Mumbai,10h 00m,1-stop,"4,316"
1443,1443.0,Indigo,6E- 153,Apr 12,Delhi,Mumbai,10h 10m,1-stop,"4,316"
1444,1444.0,Indigo,6E-6231,Apr 12,Delhi,Mumbai,05h 20m,1-stop,"4,329"
1445,1445.0,Vistara,UK-637,Apr 12,Delhi,Mumbai,04h 25m,1-stop,"4,381"
1446,1446.0,Vistara,UK-706,Apr 12,Delhi,Mumbai,07h 55m,1-stop,"4,381"
1447,1447.0,Vistara,UK-637,Apr 12,Delhi,Mumbai,18h 20m,1-stop,"4,381"
1448,1448.0,Vistara,UK-706,Apr 12,Delhi,Mumbai,21h 50m,1-stop,"4,381"
1449,1449.0,GO FIRST,G8- 107,Apr 12,Delhi,Mumbai,12h 55m,1-stop,"4,400"
1450,1450.0,AirAsia,I5-747,Apr 12,Delhi,Mumbai,06h 00m,1-stop,"4,838"
1451,1451.0,AirAsia,I5-747,Apr 12,Delhi,Mumbai,06h 00m,1-stop,"4,838"
1452,1452.0,AirAsia,I5-735,Apr 12,Delhi,Mumbai,09h 50m,1-stop,"4,838"
1453,1453.0,AirAsia,I5-721,Apr 12,Delhi,Mumbai,10h 30m,1-stop,"4,838"
1454,1454.0,AirAsia,I5-747,Apr 12,Delhi,Mumbai,12h 40m,1-stop,"4,838"
1455,1455.0,AirAsia,I5-1529,Apr 12,Delhi,Mumbai,15h 00m,1-stop,"4,838"
1456,1456.0,AirAsia,I5-1529,Apr 12,Delhi,Mumbai,15h 00m,1-stop,"4,838"
1457,1457.0,AirAsia,I5-740,Apr 12,Delhi,Mumbai,16h 35m,1-stop,"4,838"
1458,1458.0,Air India,AI-471,Apr 12,Delhi,Mumbai,04h 30m,1-stop,"4,559"
1459,1459.0,Air India,AI-475,Apr 12,Delhi,Mumbai,24h 40m,1-stop,"4,780"
1460,1460.0,Indigo,6E-7348,Apr 12,Delhi,Mumbai,05h 40m,1-stop,"4,804"
1461,1461.0,Indigo,6E-2274,Apr 12,Delhi,Mumbai,07h 15m,1-stop,"4,804"
1462,1462.0,GO FIRST,G8- 119,Apr 12,Delhi,Mumbai,10h 55m,1-stop,"4,814"
1463,1463.0,GO FIRST,G8- 113,Apr 12,Delhi,Mumbai,12h 25m,1-stop,"4,814"
1464,1464.0,AirAsia,I5-1529,Apr 12,Delhi,Mumbai,11h 00m,1-stop,"4,838"
1465,1465.0,AirAsia,I5-740,Apr 12,Delhi,Mumbai,12h 35m,1-stop,"4,838"
1466,1466.0,SpiceJet,SG-2643,Apr 12,Delhi,Mumbai,12h 55m,1-stop,"5,253"
1467,1467.0,Air India,AI-504,Apr 12,Delhi,Mumbai,11h 20m,1-stop,"4,924"
1468,1468.0,Air India,AI-506,Apr 12,Delhi,Mumbai,11h 35m,1-stop,"4,924"
1469,1469.0,Air India,AI-504,Apr 12,Delhi,Mumbai,13h 20m,1-stop,"4,924"
1470,1470.0,Air India,AI-803,Apr 12,Delhi,Mumbai,14h 55m,1-stop,"4,924"
1471,1471.0,Air India,AI-807,Apr 12,Delhi,Mumbai,15h 15m,1-stop,"4,924"
1472,1472.0,Air India,AI-807,Apr 12,Delhi,Mumbai,17h 15m,1-stop,"4,924"
1473,1473.0,Air India,AI-506,Apr 12,Delhi,Mumbai,23h 05m,1-stop,"4,924"
1474,1474.0,Air India,AI-406,Apr 12,Delhi,Mumbai,06h 15m,1-stop,"4,926"
1475,1475.0,Vistara,UK-705,Apr 12,Delhi,Mumbai,05h 30m,1-stop,"4,939"
1476,1476.0,Vistara,UK-747,Apr 12,Delhi,Mumbai,06h 45m,1-stop,"4,939"
1477,1477.0,Vistara,UK-705,Apr 12,Delhi,Mumbai,12h 50m,1-stop,"4,939"
1478,1478.0,Vistara,UK-747,Apr 12,Delhi,Mumbai,14h 05m,1-stop,"4,939"
1479,1479.0,Vistara,UK-817,Apr 12,Delhi,Mumbai,05h 45m,1-stop,"4,965"
1480,1480.0,Vistara,UK-813,Apr 12,Delhi,Mumbai,05h 50m,1-stop,"4,965"
1481,1481.0,Vistara,UK-819,Apr 12,Delhi,Mumbai,06h 00m,1-stop,"4,965"
1482,1482.0,Vistara,UK-819,Apr 12,Delhi,Mumbai,06h 30m,1-stop,"4,965"
1483,1483.0,Vistara,UK-817,Apr 12,Delhi,Mumbai,07h 20m,1-stop,"4,965"
1484,1484.0,Vistara,UK-819,Apr 12,Delhi,Mumbai,07h 35m,1-stop,"4,965"
1485,1485.0,Vistara,UK-819,Apr 12,Delhi,Mumbai,09h 10m,1-stop,"4,965"
1486,1486.0,Vistara,UK-807,Apr 12,Delhi,Mumbai,11h 35m,1-stop,"4,965"
1487,1487.0,Vistara,UK-815,Apr 12,Delhi,Mumbai,12h 10m,1-stop,"4,965"
1488,1488.0,Vistara,UK-809,Apr 12,Delhi,Mumbai,12h 25m,1-stop,"4,965"
1489,1489.0,Vistara,UK-815,Apr 12,Delhi,Mumbai,12h 40m,1-stop,"4,965"
1490,1490.0,Vistara,UK-807,Apr 12,Delhi,Mumbai,13h 35m,1-stop,"4,965"
1491,1491.0,Vistara,UK-815,Apr 12,Delhi,Mumbai,13h 45m,1-stop,"4,965"
1492,1492.0,Vistara,UK-811,Apr 12,Delhi,Mumbai,14h 00m,1-stop,"4,965"
1493,1493.0,Vistara,UK-809,Apr 12,Delhi,Mumbai,14h 25m,1-stop,"4,965"
1494,1494.0,Vistara,UK-811,Apr 12,Delhi,Mumbai,14h 30m,1-stop,"4,965"
1495,1495.0,Vistara,UK-813,Apr 12,Delhi,Mumbai,14h 40m,1-stop,"4,965"
1496,1496.0,Vistara,UK-807,Apr 12,Delhi,Mumbai,14h 45m,1-stop,"4,965"
1497,1497.0,GO FIRST,G8-2509,Apr 12,Delhi,Mumbai,09h 05m,1-stop,"5,087"
1498,1498.0,GO FIRST,G8-2609,Apr 12,Delhi,Mumbai,10h 30m,1-stop,"5,087"
1499,1499.0,GO FIRST,G8- 207,Apr 12,Delhi,Mumbai,10h 55m,1-stop,"5,087"
1500,1500.0,GO FIRST,G8- 108,Apr 12,Delhi,Mumbai,04h 55m,1-stop,"5,099"
1501,1501.0,Indigo,6E- 212,Apr 12,Delhi,Mumbai,08h 05m,1-stop,"5,112"
1502,1502.0,Air India,AI-411,Apr 12,Delhi,Mumbai,06h 20m,1-stop,"5,231"
1503,1503.0,Air India,AI-811,Apr 12,Delhi,Mumbai,18h 55m,1-stop,"5,231"
1504,1504.0,GO FIRST,G8- 286,Apr 12,Delhi,Mumbai,08h 10m,1-stop,"5,317"
1505,1505.0,GO FIRST,G8- 286,Apr 12,Delhi,Mumbai,09h 25m,1-stop,"5,317"
1506,1506.0,GO FIRST,G8- 194,Apr 12,Delhi,Mumbai,11h 45m,1-stop,"5,317"
1507,1507.0,AirAsia,I5-773,Apr 12,Delhi,Mumbai,06h 25m,1-stop,"5,341"
1508,1508.0,AirAsia,I5-773,Apr 12,Delhi,Mumbai,11h 40m,1-stop,"5,341"
1509,1509.0,AirAsia,I5-798,Apr 12,Delhi,Mumbai,13h 45m,1-stop,"5,341"
1510,1510.0,AirAsia,I5-775,Apr 12,Delhi,Mumbai,14h 15m,1-stop,"5,341"
1511,1511.0,GO FIRST,G8- 105,Apr 12,Delhi,Mumbai,10h 20m,1-stop,"5,353"
1512,1512.0,Air India,AI-767,Apr 12,Delhi,Mumbai,08h 20m,1-stop,"5,360"
1513,1513.0,Air India,AI-762,Apr 12,Delhi,Mumbai,16h 10m,1-stop,"5,360"
1514,1514.0,Air India,AI-762,Apr 12,Delhi,Mumbai,24h 15m,1-stop,"5,360"
1515,1515.0,GO FIRST,G8- 188,Apr 12,Delhi,Mumbai,04h 40m,1-stop,"5,379"
1516,1516.0,GO FIRST,G8- 268,Apr 12,Delhi,Mumbai,09h 20m,1-stop,"5,379"
1517,1517.0,Vistara,UK-627,Apr 12,Delhi,Mumbai,26h 40m,1-stop,"5,399"
1518,1518.0,Air India,AI-473,Apr 12,Delhi,Mumbai,22h 30m,1-stop,"5,446"
1519,1519.0,Air India,AI-512,Apr 12,Delhi,Mumbai,07h 55m,1-stop,"5,507"
1520,1520.0,Indigo,6E-7336,Apr 12,Delhi,Mumbai,08h 45m,1-stop,"5,525"
1521,1521.0,Indigo,6E-6098,Apr 12,Delhi,Mumbai,10h 00m,1-stop,"5,525"
1522,1522.0,Air India,AI-883,Apr 12,Delhi,Mumbai,10h 10m,1-stop,"5,525"
1523,1523.0,GO FIRST,G8-2511,Apr 12,Delhi,Mumbai,05h 55m,1-stop,"5,584"
1524,1524.0,GO FIRST,G8- 165,Apr 12,Delhi,Mumbai,10h 35m,1-stop,"5,584"
1525,1525.0,GO FIRST,G8- 143,Apr 12,Delhi,Mumbai,11h 00m,1-stop,"5,584"
1526,1526.0,SpiceJet,SG-8483,Apr 12,Delhi,Mumbai,16h 30m,1-stop,"5,971"
1527,1527.0,Vistara,UK-812,Apr 12,Delhi,Mumbai,05h 00m,1-stop,"5,819"
1528,1528.0,SpiceJet,SG-2770,Apr 12,Delhi,Mumbai,08h 25m,1-stop,"6,192"
1529,1529.0,SpiceJet,SG-2033,Apr 12,Delhi,Mumbai,20h 35m,1-stop,"6,192"
1530,1530.0,Air India,AI-483,Apr 12,Delhi,Mumbai,23h 40m,1-stop,"5,852"
1531,1531.0,Air India,AI-401,Apr 12,Delhi,Mumbai,13h 40m,1-stop,"5,885"
